problem_id,contest_id,problem_index,rating,difficulty_tier,tier_name,total_submissions,acceptance_rate,wa_ratio,tle_ratio,mle_ratio,re_ratio,avg_solve_time_min,median_solve_time_min,first_solve_time_min,unique_solvers,solver_rating_mean,solver_rating_std,attempts_per_solver,tag_count,tags,contest_position,round_type,solve_pressure,elite_selectivity,attempt_waste
CF_00500,1003,B,1400,2,Easy-Medium,19105,0.3864,0.359,0.132,0.016,0.026,33.21,27.25,10.71,6663,2014,285,2.04,2,binary search|geometry,2,Div4,20.379,0.214,0.732
CF_00501,1427,C,1400,2,Easy-Medium,20923,0.3268,0.43,0.095,0.017,0.027,34.08,30.45,6.44,6623,1373,261,2.84,3,dfs and bfs|geometry|two pointers,3,Div3,22.943,0.2131,1.221
CF_00502,1234,B,1200,2,Easy-Medium,16806,0.2444,0.506,0.07,0.018,0.028,40.52,36.55,11.56,3630,1588,271,3.27,2,constructive|graphs,2,Div2,30.619,0.1632,1.655
CF_00503,1026,B,1500,2,Easy-Medium,43388,0.3727,0.481,0.079,0.016,0.026,18.38,16.03,4.91,14143,1050,329,2.2,2,flows|binary search,2,Div3,11.532,0.2045,1.058
CF_00504,14,C,1500,2,Easy-Medium,23512,0.3476,0.401,0.121,0.017,0.027,36.05,29.98,10.0,7097,1207,296,2.32,3,data structures|geometry|binary search,3,Div3,23.523,0.1969,0.93
CF_00505,381,B,1300,2,Easy-Medium,28191,0.4249,0.438,0.091,0.016,0.026,17.92,16.4,3.3,10488,1433,245,2.45,1,greedy,2,Div2,10.306,0.214,1.073
CF_00506,1200,B,1300,2,Easy-Medium,32974,0.453,0.395,0.052,0.015,0.025,33.87,30.53,9.31,13266,1342,306,1.85,2,math|greedy,2,Div1,18.524,0.2201,0.731
CF_00507,1551,B,1300,2,Easy-Medium,15564,0.4507,0.393,0.082,0.015,0.025,28.01,25.09,9.73,5969,1459,329,2.21,2,trees|math,2,Educational,15.386,0.2107,0.869
CF_00508,53,B,1400,2,Easy-Medium,21969,0.3748,0.415,0.057,0.016,0.026,25.94,22.49,5.96,7932,1659,206,1.88,3,dp|two pointers|geometry,2,Div2,16.216,0.2257,0.78
CF_00509,1789,A,1500,2,Easy-Medium,35401,0.5158,0.422,0.052,0.015,0.025,28.07,25.52,9.09,15528,1764,231,1.7,2,flows|strings,1,Div3,13.591,0.2124,0.717
CF_00510,602,C,1200,2,Easy-Medium,41456,0.399,0.402,0.061,0.016,0.026,16.58,15.3,3.64,15084,1529,378,1.99,2,geometry|greedy,3,Div4,9.963,0.2187,0.8
CF_00511,494,B,1500,2,Easy-Medium,29579,0.4823,0.317,0.076,0.015,0.025,33.16,27.74,10.26,13144,1257,271,2.29,3,graphs|two pointers|greedy,2,Educational,17.166,0.23,0.726
CF_00512,1363,C,1300,2,Easy-Medium,31354,0.5925,0.328,0.058,0.014,0.024,17.81,14.98,5.98,16321,1647,345,1.23,1,two pointers,3,Div2,7.26,0.2121,0.403
CF_00513,1754,C,1300,2,Easy-Medium,38527,0.3639,0.337,0.101,0.016,0.026,25.52,22.84,8.54,13575,1644,323,2.58,3,geometry|binary search|constructive,3,Educational,16.236,0.2241,0.869
CF_00514,389,A,1400,2,Easy-Medium,30145,0.3636,0.433,0.092,0.016,0.026,37.74,35.55,11.28,10532,1708,318,2.67,4,number theory|geometry|dp|math,1,Educational,24.019,0.2223,1.156
CF_00515,1393,A,1400,2,Easy-Medium,35313,0.4189,0.339,0.122,0.016,0.026,30.45,27.35,5.92,13460,1200,250,2.38,1,math,1,Educational,17.691,0.2215,0.807
CF_00516,597,A,1400,2,Easy-Medium,32119,0.4953,0.389,0.013,0.015,0.025,28.87,24.87,7.23,15274,1431,277,1.6,2,constructive|flows,1,Educational,14.571,0.24,0.622
CF_00517,45,D,1600,3,Medium,30860,0.4227,0.412,0.061,0.016,0.026,25.18,23.71,4.91,12404,1015,281,1.45,3,geometry|binary search|math,4,Div2,14.538,0.232,0.597
CF_00518,1741,C,1500,2,Easy-Medium,21138,0.4956,0.326,0.082,0.015,0.025,25.9,23.69,5.35,9651,1550,345,1.6,1,strings,3,Div1,13.065,0.2303,0.522
CF_00519,1947,B,1600,3,Medium,23918,0.5675,0.307,0.058,0.014,0.024,13.16,11.15,4.09,12176,1548,309,2.0,3,greedy|constructive|trees,2,Div4,5.691,0.2202,0.614
CF_00520,1001,A,1400,2,Easy-Medium,25813,0.3752,0.448,0.089,0.016,0.026,11.36,9.49,2.88,8418,1588,267,2.67,3,implementation|dp|greedy,1,Div4,7.1,0.2038,1.196
CF_00521,170,A,1400,2,Easy-Medium,20065,0.2,0.52,0.076,0.018,0.028,23.54,21.32,7.19,3554,1074,328,4.17,2,strings|dp,1,Div2,18.833,0.1417,2.168
CF_00522,204,C,1300,2,Easy-Medium,15541,0.4401,0.379,0.078,0.016,0.026,19.82,16.95,5.93,6243,1345,296,1.86,2,binary search|math,3,Div2,11.095,0.2249,0.705
CF_00523,1544,C,1400,2,Easy-Medium,44942,0.515,0.373,0.053,0.015,0.025,28.54,25.46,7.34,21235,1443,307,1.43,2,geometry|flows,3,Div2,13.84,0.2291,0.533
CF_00524,256,B,1600,3,Medium,31252,0.5714,0.379,0.095,0.014,0.024,27.76,24.37,5.91,16693,1465,340,1.67,1,math,2,Div2,11.896,0.2289,0.633
CF_00525,1071,C,1500,2,Easy-Medium,21427,0.6783,0.333,0.111,0.013,0.023,25.11,20.74,8.52,13363,1331,317,1.19,1,two pointers,3,Div3,8.078,0.2006,0.396
CF_00526,153,C,1400,2,Easy-Medium,20110,0.356,0.426,0.039,0.016,0.026,29.84,25.02,9.59,6599,1508,294,2.69,2,math|graphs,3,Div4,19.216,0.2113,1.146
CF_00527,1239,B,1500,2,Easy-Medium,27742,0.528,0.392,0.052,0.015,0.025,32.64,28.57,9.43,13846,1585,275,1.68,4,geometry|constructive|implementation|data structures,2,Educational,15.407,0.2356,0.659
CF_00528,1780,B,1300,2,Easy-Medium,23755,0.4579,0.422,0.07,0.015,0.025,37.4,31.04,6.54,9339,1545,328,2.21,2,strings|data structures,2,Div2,20.272,0.2131,0.933
CF_00529,1130,C,1300,2,Easy-Medium,27435,0.4749,0.403,0.069,0.015,0.025,39.67,33.17,10.13,12441,1359,327,1.61,1,strings,3,Div3,20.833,0.2381,0.649
CF_00530,1461,A,1300,2,Easy-Medium,14032,0.2968,0.469,0.15,0.017,0.027,23.05,21.12,7.92,4000,1637,237,2.95,2,graphs|math,1,Educational,16.206,0.2004,1.384
CF_00531,588,B,1300,2,Easy-Medium,25442,0.3836,0.387,0.076,0.016,0.026,36.71,31.87,11.22,8876,1314,271,2.07,2,strings|trees,2,Educational,22.628,0.215,0.801
CF_00532,1179,A,1300,2,Easy-Medium,37737,0.3944,0.423,0.007,0.016,0.026,29.32,24.38,6.19,13879,1842,299,1.71,1,implementation,1,Div2,17.757,0.2227,0.723
CF_00533,29,A,1200,2,Easy-Medium,33942,0.4716,0.446,0.046,0.015,0.025,45.01,40.87,15.14,15031,1530,320,2.17,2,dfs and bfs|geometry,1,Div4,23.781,0.234,0.968
CF_00534,1382,B,1500,2,Easy-Medium,33817,0.6055,0.366,0.063,0.014,0.024,21.71,20.61,6.13,19920,1440,422,1.0,2,dp|number theory,2,Div2,8.564,0.2324,0.366
CF_00535,613,B,1600,3,Medium,22066,0.4195,0.448,0.095,0.016,0.026,10.78,9.44,2.44,8967,1437,276,2.25,1,dfs and bfs,2,Div3,6.261,0.2359,1.008
CF_00536,1261,B,1400,2,Easy-Medium,26428,0.4967,0.377,0.034,0.015,0.025,29.21,27.5,8.14,11946,1698,294,1.74,2,two pointers|dp,2,Div1,14.704,0.2275,0.656
CF_00537,1576,A,1400,2,Easy-Medium,24280,0.5123,0.433,0.065,0.015,0.025,30.56,25.46,7.59,10821,1705,331,1.94,1,two pointers,1,Div2,14.903,0.2174,0.84
CF_00538,389,A,1500,2,Easy-Medium,27991,0.5428,0.315,0.092,0.015,0.025,34.76,29.72,12.09,13190,1295,266,1.39,3,dp|strings|geometry,1,Div2,15.894,0.2154,0.438
CF_00539,1487,B,1300,2,Easy-Medium,36147,0.4551,0.408,0.007,0.015,0.025,30.49,26.9,8.63,15158,1630,285,2.29,3,geometry|graphs|strings,2,Educational,16.615,0.2285,0.934
CF_00540,996,C,1600,3,Medium,32601,0.3472,0.442,0.094,0.017,0.027,32.03,28.35,9.72,10126,1509,295,3.04,4,geometry|dp|binary search|two pointers,3,Div3,20.911,0.2027,1.344
CF_00541,1252,C,1200,2,Easy-Medium,28433,0.3547,0.441,0.112,0.016,0.026,28.04,26.14,9.78,8833,1916,291,3.09,3,trees|greedy|geometry,3,Educational,18.094,0.2005,1.363
CF_00542,455,B,1300,2,Easy-Medium,34203,0.6121,0.316,0.056,0.014,0.024,33.15,28.37,6.25,18337,1663,294,1.52,3,binary search|data structures|dfs and bfs,2,Div2,12.862,0.208,0.48
CF_00543,435,C,1400,2,Easy-Medium,25327,0.4459,0.372,0.083,0.016,0.026,33.13,31.22,9.68,9867,1641,291,2.66,1,constructive,3,Div3,18.354,0.2159,0.99
CF_00544,1239,B,1300,2,Easy-Medium,9912,0.4682,0.393,0.084,0.015,0.025,34.31,29.49,5.81,4464,1414,340,1.95,2,geometry|trees,2,Educational,18.245,0.2395,0.766
CF_00545,1929,A,1400,2,Easy-Medium,28497,0.5101,0.348,0.067,0.015,0.025,35.74,32.11,5.65,13901,1708,371,1.64,1,two pointers,1,Div2,17.509,0.239,0.571
CF_00546,1866,B,1500,2,Easy-Medium,22782,0.3724,0.336,0.105,0.016,0.026,24.05,20.12,5.62,8048,1459,269,1.8,3,dfs and bfs|strings|flows,2,Div2,15.091,0.2217,0.605
CF_00547,1403,B,1400,2,Easy-Medium,35973,0.473,0.422,0.056,0.015,0.025,37.38,34.03,6.57,16220,1536,339,2.01,2,geometry|flows,2,Educational,19.697,0.2376,0.848
CF_00548,1032,C,1500,2,Easy-Medium,43367,0.2358,0.504,0.142,0.018,0.028,18.91,16.5,3.86,8981,1779,299,3.98,2,data structures|trees,3,Educational,14.454,0.1583,2.006
CF_00549,1316,C,1600,3,Medium,26804,0.3539,0.46,0.06,0.016,0.026,27.59,23.43,7.08,9225,1615,275,2.96,1,graphs,3,Div1,17.826,0.2224,1.362
CF_00550,1688,C,1300,2,Easy-Medium,33754,0.4255,0.423,0.101,0.016,0.026,15.4,13.28,5.23,12457,994,313,1.96,3,math|strings|dp,3,Div1,8.85,0.212,0.829
CF_00551,423,C,1400,2,Easy-Medium,32176,0.6844,0.328,0.11,0.013,0.023,9.1,8.39,2.79,19810,1328,341,1.62,2,flows|constructive,3,Educational,2.874,0.1943,0.531
CF_00552,1167,A,1400,2,Easy-Medium,29219,0.5078,0.301,0.051,0.015,0.025,28.07,23.87,8.29,12792,1344,231,2.25,1,graphs,1,Div2,13.819,0.2155,0.677
CF_00553,282,C,1500,2,Easy-Medium,32966,0.408,0.384,0.108,0.016,0.026,37.7,34.28,7.07,12228,1185,316,2.45,2,binary search|greedy,3,Educational,22.317,0.2196,0.941
CF_00554,1508,B,1600,3,Medium,28003,0.4146,0.422,0.093,0.016,0.026,28.89,26.81,9.73,10272,1516,336,2.55,4,number theory|dp|trees|flows,2,Educational,16.913,0.2147,1.076
CF_00555,1116,A,1400,2,Easy-Medium,30129,0.3963,0.431,0.113,0.016,0.026,38.04,32.71,9.35,10565,1202,291,2.65,2,dp|flows,1,Div2,22.962,0.2117,1.142
CF_00556,348,A,1400,2,Easy-Medium,42007,0.5553,0.343,0.07,0.014,0.024,28.81,25.06,6.36,21903,1666,269,2.28,2,geometry|flows,1,Educational,12.81,0.2319,0.782
CF_00557,1830,B,1300,2,Easy-Medium,31352,0.6772,0.303,0.072,0.013,0.023,24.68,23.2,4.12,19228,1694,312,1.38,2,graphs|constructive,2,Div2,7.966,0.198,0.418
CF_00558,303,A,1500,2,Easy-Medium,23476,0.3008,0.404,0.163,0.017,0.027,26.91,23.36,5.47,6725,1781,349,2.7,3,graphs|trees|constructive,1,Div3,18.818,0.2003,1.091
CF_00559,1233,B,1400,2,Easy-Medium,13836,0.4887,0.437,0.059,0.015,0.025,33.6,30.73,6.01,6421,1662,280,1.98,2,two pointers|binary search,2,Div4,17.181,0.2373,0.865
CF_00560,1440,C,1500,2,Easy-Medium,20428,0.5858,0.325,0.051,0.014,0.024,20.84,18.54,5.35,11075,1633,307,1.27,2,number theory|trees,3,Div2,8.632,0.2245,0.413
CF_00561,497,C,1200,2,Easy-Medium,28059,0.4375,0.397,0.077,0.016,0.026,11.57,10.87,1.87,11818,1264,244,2.53,3,math|two pointers|graphs,3,Div4,6.508,0.2369,1.004
CF_00562,62,C,1300,2,Easy-Medium,29337,0.4001,0.441,0.126,0.016,0.026,26.06,21.46,8.94,10987,1256,246,2.59,1,flows,3,Div2,15.632,0.2247,1.142
CF_00563,588,C,1300,2,Easy-Medium,25742,0.4604,0.416,0.087,0.015,0.025,29.55,24.93,8.83,10535,1358,289,1.49,2,strings|two pointers,3,Div1,15.947,0.2208,0.62
CF_00564,1908,A,1300,2,Easy-Medium,37664,0.6013,0.384,0.069,0.014,0.024,26.97,25.03,7.71,21694,1489,326,1.23,3,dfs and bfs|math|geometry,1,Div4,10.75,0.2296,0.472
CF_00565,642,B,1300,2,Easy-Medium,27495,0.4735,0.278,0.138,0.015,0.025,27.69,22.91,6.33,12090,1237,338,1.16,1,geometry,2,Educational,14.581,0.2315,0.322
CF_00566,434,A,1500,2,Easy-Medium,18110,0.2842,0.477,0.137,0.017,0.027,25.21,21.03,4.17,4393,1358,228,2.82,1,dfs and bfs,1,Div2,18.048,0.1736,1.345
CF_00567,731,B,1500,2,Easy-Medium,46376,0.4451,0.388,0.094,0.016,0.026,32.69,27.16,8.63,18844,1410,402,2.27,1,greedy,2,Div1,18.137,0.2255,0.881
CF_00568,1201,C,1600,3,Medium,26288,0.5287,0.359,0.109,0.015,0.025,25.12,22.9,4.26,11995,822,235,1.97,3,graphs|dp|number theory,3,Educational,11.841,0.2151,0.707
CF_00569,917,C,1200,2,Easy-Medium,26798,0.4855,0.273,0.101,0.015,0.025,37.28,34.86,11.61,11331,1710,251,1.43,4,dfs and bfs|geometry|number theory|constructive,3,Div3,19.182,0.2175,0.39
CF_00570,1570,A,1300,2,Easy-Medium,23786,0.5101,0.396,0.046,0.015,0.025,37.34,32.5,7.16,10554,1216,277,1.69,2,two pointers|greedy,1,Div2,18.291,0.2174,0.669
CF_00571,970,B,1400,2,Easy-Medium,6828,0.3531,0.44,0.071,0.016,0.026,33.04,31.11,6.02,2077,1610,282,2.83,1,trees,2,Div3,21.376,0.1968,1.245
CF_00572,766,C,1300,2,Easy-Medium,28748,0.3223,0.541,0.042,0.017,0.027,35.97,31.2,7.46,8696,1438,243,3.02,2,dfs and bfs|flows,3,Div3,24.379,0.205,1.634
CF_00573,1749,C,1200,2,Easy-Medium,23877,0.3219,0.406,0.157,0.017,0.027,23.99,21.68,7.15,6540,1172,292,3.35,3,math|binary search|graphs,3,Div4,16.27,0.1857,1.36
CF_00574,133,B,1200,2,Easy-Medium,30882,0.6307,0.311,0.044,0.014,0.024,19.51,18.07,3.35,18985,1550,298,1.56,2,binary search|implementation,2,Div3,7.203,0.227,0.485
CF_00575,438,B,1400,2,Easy-Medium,21724,0.5439,0.347,0.11,0.015,0.025,33.8,30.11,11.48,10915,1671,306,1.82,4,trees|binary search|dp|strings,2,Educational,15.419,0.2292,0.632
CF_00576,1701,B,1200,2,Easy-Medium,28433,0.4509,0.4,0.044,0.015,0.025,27.94,23.43,5.72,11650,1645,360,2.3,2,implementation|constructive,2,Div2,15.343,0.225,0.92
CF_00577,1149,B,1200,2,Easy-Medium,43124,0.5482,0.297,0.113,0.015,0.025,31.32,27.39,7.68,22234,1689,281,1.48,2,geometry|number theory,2,Div1,14.151,0.233,0.44
CF_00578,539,C,1500,2,Easy-Medium,32273,0.5819,0.32,0.062,0.014,0.024,21.3,19.5,6.71,18150,1090,289,1.5,4,two pointers|flows|strings|greedy,3,Div4,8.905,0.2351,0.48
CF_00579,392,B,1500,2,Easy-Medium,23661,0.1364,0.664,0.071,0.019,0.029,21.36,19.12,3.36,3035,1223,289,6.4,3,number theory|binary search|implementation,2,Div2,18.446,0.1108,4.25
CF_00580,233,C,1500,2,Easy-Medium,26734,0.4221,0.401,0.074,0.016,0.026,34.58,32.26,10.02,10193,1311,263,1.87,2,dfs and bfs|binary search,3,Div3,19.986,0.2203,0.75
CF_00581,1331,A,1300,2,Easy-Medium,20152,0.4547,0.361,0.073,0.015,0.025,22.73,20.58,6.5,8906,1570,248,1.63,3,greedy|data structures|trees,1,Div2,12.391,0.241,0.588
CF_00582,235,C,1200,2,Easy-Medium,21559,0.3613,0.345,0.098,0.016,0.026,30.88,27.1,8.22,7047,1439,322,2.54,1,two pointers,3,Div4,19.722,0.2088,0.876
CF_00583,1718,B,1300,2,Easy-Medium,40762,0.2375,0.42,0.165,0.018,0.028,13.1,11.84,4.02,9213,1612,214,4.22,2,math|constructive,2,Div3,9.988,0.1723,1.772
CF_00584,395,C,1400,2,Easy-Medium,27644,0.4219,0.407,0.074,0.016,0.026,40.21,37.37,10.2,10172,1562,288,1.87,2,binary search|implementation,3,Div4,23.244,0.2127,0.761
CF_00585,243,A,1500,2,Easy-Medium,18286,0.282,0.511,0.044,0.017,0.027,34.87,33.02,6.44,4676,1747,329,2.99,1,trees,1,Educational,25.033,0.1836,1.528
CF_00586,1886,C,1500,2,Easy-Medium,20580,0.3836,0.455,0.006,0.016,0.026,30.15,25.99,5.08,7501,1364,296,2.35,1,number theory,3,Educational,18.583,0.2247,1.069
CF_00587,564,B,1200,2,Easy-Medium,26288,0.4201,0.416,0.006,0.016,0.026,19.94,16.84,5.59,10594,1165,294,2.34,3,trees|data structures|binary search,2,Div1,11.564,0.2337,0.973
CF_00588,207,A,1200,2,Easy-Medium,38832,0.3742,0.396,0.053,0.016,0.026,34.18,30.67,5.86,12525,1657,272,3.03,2,strings|flows,1,Div4,21.39,0.2019,1.2
CF_00589,241,C,1500,2,Easy-Medium,30445,0.3308,0.373,0.103,0.017,0.027,29.8,27.89,8.25,8952,1742,267,2.77,3,constructive|number theory|data structures,3,Div1,19.943,0.1968,1.033
CF_00590,1841,B,1400,2,Easy-Medium,37654,0.4255,0.364,0.056,0.016,0.026,34.27,32.23,6.46,14683,1835,298,2.13,1,flows,2,Div2,19.689,0.224,0.775
CF_00591,355,A,1300,2,Easy-Medium,32509,0.4401,0.428,0.093,0.016,0.026,31.92,27.0,5.37,13028,1632,274,1.62,3,binary search|dfs and bfs|data structures,1,Div3,17.872,0.2244,0.693
CF_00592,1244,B,1300,2,Easy-Medium,21237,0.2372,0.469,0.138,0.018,0.028,17.67,15.21,5.46,4859,1276,334,3.7,2,geometry|math,2,Div2,13.481,0.1745,1.735
CF_00593,235,B,1400,2,Easy-Medium,18184,0.4856,0.317,0.109,0.015,0.025,31.89,26.29,8.05,8454,1549,261,1.72,2,dfs and bfs|strings,2,Div1,16.406,0.2391,0.545
CF_00594,1151,B,1300,2,Easy-Medium,31225,0.3313,0.441,0.109,0.017,0.027,29.46,24.72,6.27,9756,1725,350,2.74,1,number theory,2,Div2,19.704,0.2089,1.208
CF_00595,102,A,1200,2,Easy-Medium,19421,0.5194,0.34,0.071,0.015,0.025,26.32,24.61,8.47,9126,1826,365,2.02,3,strings|flows|data structures,1,Div2,12.651,0.2259,0.687
CF_00596,1835,B,1500,2,Easy-Medium,2435,0.4326,0.369,0.088,0.016,0.026,30.96,26.93,8.21,1012,1685,277,2.5,4,data structures|two pointers|math|graphs,2,Div1,17.568,0.2358,0.922
CF_00597,1427,B,1500,2,Easy-Medium,30065,0.4161,0.393,0.071,0.016,0.026,38.42,35.12,7.87,11538,1743,290,1.86,2,number theory|dp,2,Div3,22.436,0.2241,0.731
CF_00598,1672,A,1400,2,Easy-Medium,15985,0.436,0.464,0.041,0.016,0.026,31.01,26.33,9.77,6704,1445,371,2.79,3,implementation|graphs|greedy,1,Div3,17.492,0.2365,1.295
CF_00599,246,A,1500,2,Easy-Medium,47549,0.4147,0.428,0.059,0.016,0.026,28.74,27.1,4.74,18844,1371,263,2.53,1,graphs,1,Educational,16.82,0.232,1.083
CF_00600,463,C,1300,2,Easy-Medium,25993,0.4813,0.307,0.05,0.015,0.025,35.89,32.55,9.13,11431,1272,292,2.21,1,trees,3,Educational,18.616,0.2281,0.678
CF_00601,385,B,1200,2,Easy-Medium,27389,0.5135,0.393,0.084,0.015,0.025,35.17,32.2,6.72,12064,1227,384,2.13,1,implementation,2,Div4,17.109,0.2143,0.837
CF_00602,1778,B,1400,2,Easy-Medium,32551,0.4718,0.339,0.059,0.015,0.025,35.45,30.51,8.54,14878,1161,316,2.2,1,strings,2,Educational,18.728,0.2414,0.746
CF_00603,547,B,1500,2,Easy-Medium,13434,0.4153,0.401,0.101,0.016,0.026,31.08,29.0,8.69,5282,1673,339,2.66,1,data structures,2,Div2,18.172,0.2299,1.067
CF_00604,398,B,1200,2,Easy-Medium,17779,0.4483,0.367,0.091,0.016,0.026,21.78,18.46,5.0,7232,1417,257,2.12,2,dp|constructive,2,Div4,12.014,0.2244,0.778
CF_00605,565,C,1400,2,Easy-Medium,29944,0.4879,0.345,0.113,0.015,0.025,24.66,20.38,4.93,14117,1475,305,1.94,2,implementation|greedy,3,Div2,12.627,0.2414,0.669
CF_00606,1031,A,1300,2,Easy-Medium,37639,0.3257,0.397,0.115,0.017,0.027,30.45,27.71,7.58,11435,1947,302,2.94,3,math|geometry|dp,1,Div2,20.535,0.2049,1.167
CF_00607,350,C,1600,3,Medium,18088,0.3162,0.507,0.042,0.017,0.027,33.09,27.85,7.16,5356,1821,191,3.06,2,dp|graphs,3,Div2,22.625,0.2025,1.551
CF_00608,1588,A,1500,2,Easy-Medium,28075,0.416,0.358,0.112,0.016,0.026,42.23,37.22,6.72,10369,1493,350,2.21,1,dfs and bfs,1,Div2,24.658,0.2157,0.791
CF_00609,231,C,1200,2,Easy-Medium,40267,0.5361,0.317,0.101,0.015,0.025,22.8,20.66,4.58,19193,1743,217,1.82,2,dfs and bfs|trees,3,Educational,10.575,0.2211,0.577
CF_00610,1309,A,1300,2,Easy-Medium,22676,0.2815,0.559,0.088,0.017,0.027,34.36,28.81,8.58,6234,1201,292,3.69,2,geometry|greedy,1,Div4,24.687,0.1975,2.063
CF_00611,1187,A,1300,2,Easy-Medium,44797,0.3859,0.401,0.016,0.016,0.026,11.24,9.99,2.28,15572,1687,253,1.77,2,math|data structures,1,Div1,6.904,0.2135,0.71
CF_00612,1361,C,1500,2,Easy-Medium,23254,0.249,0.515,0.129,0.018,0.028,16.66,14.41,2.87,5033,1309,381,3.65,2,dfs and bfs|math,3,Educational,12.51,0.1625,1.88
CF_00613,1800,A,1300,2,Easy-Medium,25709,0.5078,0.366,0.067,0.015,0.025,33.52,30.07,5.38,12217,1541,275,2.07,1,math,1,Div3,16.499,0.2339,0.758
CF_00614,1663,B,1300,2,Easy-Medium,30179,0.3148,0.503,0.071,0.017,0.027,38.6,32.37,11.45,8434,1376,208,3.14,1,data structures,2,Div2,26.447,0.1915,1.579
CF_00615,1136,A,1500,2,Easy-Medium,22263,0.3505,0.45,0.08,0.016,0.026,27.58,23.73,7.25,7219,1701,274,2.33,2,implementation|math,1,Div4,17.913,0.2106,1.048
CF_00616,862,B,1300,2,Easy-Medium,26879,0.4701,0.326,0.063,0.015,0.025,21.48,20.06,5.1,11256,1421,317,2.16,4,geometry|strings|two pointers|flows,2,Educational,11.382,0.2219,0.704
CF_00617,826,B,1400,2,Easy-Medium,10002,0.4832,0.428,0.075,0.015,0.025,31.27,29.33,9.61,4497,1562,256,1.72,3,data structures|math|dp,2,Div2,16.163,0.2324,0.736
CF_00618,1517,A,1500,2,Easy-Medium,43237,0.4368,0.431,0.05,0.016,0.026,30.21,28.03,8.46,16765,1518,280,2.18,2,strings|flows,1,Div2,17.016,0.2184,0.94
CF_00619,235,B,1500,2,Easy-Medium,21701,0.2842,0.49,0.097,0.017,0.027,35.09,31.04,6.83,5482,1813,254,2.64,2,data structures|dp,2,Div2,25.122,0.1808,1.294
CF_00620,1760,C,1200,2,Easy-Medium,39430,0.43,0.401,0.086,0.016,0.026,30.25,28.08,7.22,15304,1761,309,2.15,4,flows|implementation|dfs and bfs|math,3,Educational,17.24,0.2212,0.862
CF_00621,802,B,1500,2,Easy-Medium,21375,0.3585,0.416,0.071,0.016,0.026,32.28,27.18,9.63,6803,1157,246,2.41,2,number theory|two pointers,2,Div3,20.705,0.2042,1.003
CF_00622,1808,A,1400,2,Easy-Medium,26707,0.3849,0.366,0.106,0.016,0.026,35.62,31.82,5.42,9931,1538,271,2.75,2,dp|strings,1,Educational,21.908,0.2287,1.006
CF_00623,571,C,1600,3,Medium,26901,0.4335,0.403,0.103,0.016,0.026,31.09,29.15,7.93,10141,1358,265,2.06,2,number theory|strings,3,Div2,17.615,0.2136,0.83
CF_00624,1198,C,1600,3,Medium,17638,0.2398,0.545,0.113,0.018,0.028,10.15,9.12,1.89,3956,1555,277,3.41,1,geometry,3,Div3,7.717,0.1705,1.858
CF_00625,1548,A,1500,2,Easy-Medium,29511,0.3972,0.462,0.082,0.016,0.026,29.19,25.83,8.34,11139,1857,277,2.46,3,trees|implementation|greedy,1,Div4,17.594,0.2275,1.137
CF_00626,410,C,1400,2,Easy-Medium,30653,0.4132,0.396,0.089,0.016,0.026,28.0,24.32,7.73,10944,1220,314,2.21,2,graphs|constructive,3,Educational,16.427,0.2095,0.875
CF_00627,737,A,1300,2,Easy-Medium,27858,0.5373,0.338,0.089,0.015,0.025,34.73,32.13,6.55,14022,1880,240,1.47,1,trees,1,Div1,16.073,0.2329,0.497
CF_00628,899,B,1600,3,Medium,19150,0.4987,0.384,0.078,0.015,0.025,26.07,23.55,6.5,8705,944,315,1.47,2,number theory|dfs and bfs,2,Div2,13.068,0.2279,0.564
CF_00629,1441,B,1400,2,Easy-Medium,15946,0.2857,0.45,0.089,0.017,0.027,24.79,21.94,3.97,4358,1477,281,3.13,1,flows,2,Div4,17.709,0.1952,1.409
CF_00630,67,B,1400,2,Easy-Medium,43487,0.5139,0.375,0.068,0.015,0.025,15.8,14.87,3.95,21021,1266,278,1.81,1,two pointers,2,Div1,7.679,0.235,0.679
CF_00631,145,A,1400,2,Easy-Medium,23051,0.4617,0.393,0.068,0.015,0.025,31.66,27.32,9.54,9729,1931,302,1.89,3,number theory|data structures|geometry,1,Div3,17.041,0.2272,0.743
CF_00632,54,A,1400,2,Easy-Medium,18564,0.3504,0.464,0.099,0.016,0.026,33.25,27.45,5.22,5893,1424,232,2.55,2,flows|implementation,1,Div1,21.6,0.2062,1.183
CF_00633,721,B,1600,3,Medium,29102,0.3652,0.399,0.068,0.016,0.026,27.46,24.24,6.24,10003,1446,275,2.57,2,greedy|two pointers,2,Div3,17.429,0.2182,1.025
CF_00634,260,A,1300,2,Easy-Medium,17622,0.6165,0.323,0.076,0.014,0.024,35.21,32.32,10.97,10366,1506,278,1.44,3,implementation|flows|dp,1,Div1,13.505,0.2256,0.465
CF_00635,1839,C,1400,2,Easy-Medium,29060,0.4571,0.331,0.117,0.015,0.025,28.21,25.36,6.93,11722,1697,301,2.05,2,two pointers|geometry,3,Div3,15.315,0.219,0.679
CF_00636,417,B,1300,2,Easy-Medium,21310,0.4595,0.334,0.109,0.015,0.025,31.56,29.54,6.75,8764,1352,271,1.92,2,number theory|two pointers,2,Div2,17.059,0.2223,0.641
CF_00637,616,B,1300,2,Easy-Medium,33537,0.3281,0.404,0.132,0.017,0.027,36.06,33.27,5.67,10447,1769,294,3.06,4,dp|two pointers|data structures|math,2,Div4,24.23,0.2093,1.236
